"CASRN"	"DTXSID"	"Chemical_Name"	"LD50_mgkg"	"test_type"
"66839-98-3"	"DTXSID80216960"	"Pyrrolidine, 1-((4-methoxy(1,1'-biphenyl)-3-yl)methyl)-"	28	"point estimate"
"66839-99-4"	"DTXSID40216961"	"(1,1'-Biphenyl)-4-ol, 3-(1-piperidinylmethyl)-"	30	"point estimate"
"66840-01-5"	"DTXSID20216964"	"Pyrrolidine, 1-((4-ethoxy(1,1'-biphenyl)-3-yl)methyl)-"	30	"point estimate"
"6685-76-3"	"DTXSID70216974"	"Carbonic acid, compound with phenylguanidine (1:1)"	1000	"limit test (greater than)"
"6685-76-3"	"DTXSID70216974"	"Carbonic acid, compound with phenylguanidine (1:1)"	2000	"limit test (greater than)"
"66871-56-5"	"DTXSID4049080"	"Lidamidine"	184	"point estimate"
"66898-62-2"	"DTXSID3046740"	"Talniflumate"	12000	"point estimate"
"669005-94-1"	"DTXSID90889200"	"3-Pyridinecarbonitrile, 4-methyl-2,6-bis[(4-methylphenyl)amino]-5-[2-[2-(trifluoromethyl)phenyl]diazenyl]-"	2000	"limit test (greater than)"
"66934-18-7"	NA	NA	521	"point estimate"
"66941-48-8"	NA	NA	346	"point estimate"
"66941-53-5"	NA	NA	639	"point estimate"
"66941-88-6"	NA	NA	417	"point estimate"
"66941-93-3"	NA	NA	702	"point estimate"
"66952-49-6"	"DTXSID9058155"	"Methasulfocarb"	112	"point estimate"
"66968-39-6"	"DTXSID10873601"	"5-Ethyl-5-(1-(ethylthio)ethyl)-2-thiobarbituric acid"	772	"point estimate"
"66996-10-9"	NA	NA	325	"point estimate"
"67-03-8"	"DTXSID0040622"	"Thiamine hydrochloride"	3710	"point estimate"
"67-30-1"	"DTXSID5048186"	"Tetrac"	0.825	"point estimate"
"67-42-5"	"DTXSID2045151"	"Egtazic Acid"	3587	"point estimate"
"67-47-0"	"DTXSID3030428"	"5-(Hydroxymethyl)-2-furfural"	2500	"point estimate"
"67-48-1"	"DTXSID4020325"	"Choline chloride"	3400	"point estimate"
"67-48-1"	"DTXSID4020325"	"Choline chloride"	6640	"point estimate"
"67-51-6"	"DTXSID5058777"	"3,5-Dimethylpyrazole"	1717	"point estimate"
"67-52-7"	"DTXSID8020129"	"Barbituric acid"	2000	"limit test (greater than)"
"67-52-7"	"DTXSID8020129"	"Barbituric acid"	5000	"limit test (greater than)"
"67-56-1"	"DTXSID2021731"	"Methanol"	5628	"point estimate"
"67-56-1"	"DTXSID2021731"	"Methanol"	6200	"point estimate"
"67-56-1"	"DTXSID2021731"	"Methanol"	7400	"point estimate"
"67-56-1"	"DTXSID2021731"	"Methanol"	7914	"point estimate"
"67-56-1"	"DTXSID2021731"	"Methanol"	8000	"point estimate"
"67-56-1"	"DTXSID2021731"	"Methanol"	9100	"point estimate"
"67-56-1"	"DTXSID2021731"	"Methanol"	10283	"point estimate"
"67-56-1"	"DTXSID2021731"	"Methanol"	11303	"point estimate"
"67-56-1"	"DTXSID2021731"	"Methanol"	12880	"point estimate"
"67-56-1"	"DTXSID2021731"	"Methanol"	12900	"point estimate"
"67-63-0"	"DTXSID7020762"	"Isopropanol"	4710	"point estimate"
"67-63-0"	"DTXSID7020762"	"Isopropanol"	5045	"point estimate"
"67-63-0"	"DTXSID7020762"	"Isopropanol"	5280	"point estimate"
"67-63-0"	"DTXSID7020762"	"Isopropanol"	5500	"point estimate"
"67-63-0"	"DTXSID7020762"	"Isopropanol"	5840	"point estimate"
"67-64-1"	"DTXSID8021482"	"Acetone"	5800	"point estimate"
"67-64-1"	"DTXSID8021482"	"Acetone"	8450	"point estimate"
"67-64-1"	"DTXSID8021482"	"Acetone"	9800	"point estimate"
"67-66-3"	"DTXSID1020306"	"Chloroform"	444	"limit test (greater than)"
"67-66-3"	"DTXSID1020306"	"Chloroform"	695	"point estimate"
"67-66-3"	"DTXSID1020306"	"Chloroform"	908	"point estimate"
"67-66-3"	"DTXSID1020306"	"Chloroform"	1117	"point estimate"
"67-66-3"	"DTXSID1020306"	"Chloroform"	1348	"point estimate"
"67-66-3"	"DTXSID1020306"	"Chloroform"	2000	"limit test (less than)"
"67-66-3"	"DTXSID1020306"	"Chloroform"	2000	"point estimate"
"67-66-3"	"DTXSID1020306"	"Chloroform"	2180	"point estimate"
"67-68-5"	"DTXSID2021735"	"Dimethyl sulfoxide"	14500	"point estimate"
"67-68-5"	"DTXSID2021735"	"Dimethyl sulfoxide"	28300	"point estimate"
"67-71-0"	"DTXSID4043937"	"Dimethyl sulfone"	5000	"limit test (greater than)"
"67-73-2"	"DTXSID0040674"	"Fluocinolone acetonide"	4000	"limit test (greater than)"
"670-40-6"	"DTXSID20217198"	"Pseudoephedrine, hydrochloride, (-)-"	464	"point estimate"
"670-40-6"	"DTXSID20217198"	"Pseudoephedrine, hydrochloride, (-)-"	1000	"point estimate"
"670-54-2"	"DTXSID7049425"	"Tetracyanoethylene"	5	"point estimate"
"6700-56-7"	NA	NA	580	"point estimate"
"67050-64-0"	NA	NA	582	"point estimate"
"67055-59-8"	NA	NA	940	"point estimate"
"6707-60-4"	"DTXSID4047705"	"12-Oxahexadecanolide"	5000	"limit test (greater than)"
"67075-37-0"	"DTXSID6070485"	"Anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone, 2,9-bis(2-phenylethyl)-"	5000	"limit test (greater than)"
"671-04-5"	"DTXSID7041754"	"Carbanolate"	30	"point estimate"
"671-95-4"	"DTXSID4046153"	"Clofenamide"	340	"point estimate"
"6711-48-4"	"DTXSID7044974"	"N'-[3-(Dimethylamino)propyl]-N,N-dimethylpropane-1,3-diamine"	1250	"limit test (greater than)"
"6711-48-4"	"DTXSID7044974"	"N'-[3-(Dimethylamino)propyl]-N,N-dimethylpropane-1,3-diamine"	1600	"limit test (less than)"
"6711-48-4"	"DTXSID7044974"	"N'-[3-(Dimethylamino)propyl]-N,N-dimethylpropane-1,3-diamine"	2250	"point estimate"
"67129-08-2"	"DTXSID4058156"	"Metazachlor"	1000	"point estimate"
"67129-08-2"	"DTXSID4058156"	"Metazachlor"	2000	"limit test (greater than)"
"67151-63-7"	"DTXSID2044975"	"1-{Bis[3-(dimethylamino)propyl]amino}propan-2-ol"	1332	"point estimate"
"67151-63-7"	"DTXSID2044975"	"1-{Bis[3-(dimethylamino)propyl]amino}propan-2-ol"	1344	"point estimate"
"67151-63-7"	"DTXSID2044975"	"1-{Bis[3-(dimethylamino)propyl]amino}propan-2-ol"	1357	"point estimate"
"67210-66-6"	"DTXSID40886820"	"2H-1-Benzopyran-2-one, 7-(diethylamino)-4-methyl-, sulfate (1:1)"	1600	"point estimate"
"6723-40-6"	"DTXSID50217560"	"Fluindarol"	198	"point estimate"
"67238-62-4"	"DTXSID50217565"	"Ether, 4-chlorophenyl (4'-chloro-2'-chloromethylaminophenyl)"	726	"point estimate"
"67239-04-7"	"DTXSID00217570"	"Cyclohexylamine, N-methyl-N-tributoxysilyl-"	3550	"point estimate"
"67239-26-3"	"DTXSID80217573"	"Isoxazolo(5,4-d)pyrimidine, 6-tert-butyl-3-isopropyl-"	15400	"point estimate"
"6724-53-4"	"DTXSID1021114"	"Perhexiline maleate"	2150	"point estimate"
"67255-31-6"	"DTXSID30217583"	"Hydrel"	2200	"point estimate"
"67274-16-2"	NA	NA	11800	"point estimate"
"673-04-1"	"DTXSID9042388"	"Simetone"	535	"point estimate"
"673-31-4"	"DTXSID2046464"	"Phenprobamate"	1110	"point estimate"
"67306-03-0"	"DTXSID4034601"	"(2R,6S)-Fenpropimorph"	3540	"point estimate"
"6731-36-8"	"DTXSID4020165"	"1,1-Bis(tert-butylperoxy)-3,3,5-trimethylcyclohexane"	2000	"limit test (greater than)"
"6731-36-8"	"DTXSID4020165"	"1,1-Bis(tert-butylperoxy)-3,3,5-trimethylcyclohexane"	12918	"point estimate"
"67329-03-7"	NA	NA	5.6	"point estimate"
"67330-25-0"	NA	NA	510	"point estimate"
"6734-80-1"	"DTXSID2040361"	"Metam-sodium hydrate"	108	"point estimate"
"67358-82-1"	NA	NA	4000	"limit test (greater than)"
"67367-65-1"	NA	NA	2220	"point estimate"
"67369-98-6"	"DTXSID50217722"	"1H-Indole-3-acetic acid, 1-(p-chlorobenzoyl)-5-methoxy-2-methyl-, (alpha,alpha,alpha-trifluoro-m-tolyl) ester"	307	"point estimate"
"67369-99-7"	"DTXSID10217723"	"1H-Indole-3-acetic acid, 1-(p-chlorobenzoyl)-5-methoxy-2-methyl-, m-tolyl ester"	98	"point estimate"
"67370-00-7"	"DTXSID70217724"	"IND 9"	5000	"limit test (greater than)"
"67375-30-8"	"DTXSID7041201"	"alpha-Cypermethrin"	57	"point estimate"
"67375-30-8"	"DTXSID7041201"	"alpha-Cypermethrin"	79	"limit test (greater than)"
"67375-30-8"	"DTXSID7041201"	"alpha-Cypermethrin"	79	"point estimate"
"67375-30-8"	"DTXSID7041201"	"alpha-Cypermethrin"	400	"limit test (less than)"
"67403-00-3"	"DTXSID3034290"	"Potassium 3,4-dichloro-5-isothiazolecarboxylate"	1200	"point estimate"
"67409-24-9"	NA	NA	1820	"point estimate"
"67446-03-1"	"DTXSID90217786"	"Anthra(9,1,2-cde)benzo(rst)pentaphene-5,10-dione, 15,18-dinitro-"	10000	"point estimate"
"674773-12-7"	"DTXSID00407095"	"methyl 5-amino-4-cyano-3-(2-methoxy-2-oxoethyl)thiophene-2-carboxylate"	2000	"limit test (greater than)"
"675-62-7"	"DTXSID8027290"	"Silane, dichloromethyl(3,3,3-trifluoropropyl)-"	200	"limit test (greater than)"
"675-62-7"	"DTXSID8027290"	"Silane, dichloromethyl(3,3,3-trifluoropropyl)-"	1000	"point estimate"
"675-62-7"	"DTXSID8027290"	"Silane, dichloromethyl(3,3,3-trifluoropropyl)-"	2000	"limit test (less than)"
"6754-13-8"	"DTXSID50217868"	"Helenalin"	125	"point estimate"
"67557-56-6"	"DTXSID50217888"	"Methyl(butyroxymethyl)nitrosamine"	800	"point estimate"
"67557-57-7"	"DTXSID10217889"	"Acetic acid, methylnitrosaminomethyl-d3 ester"	120	"point estimate"
"67584-55-8"	"DTXSID7070507"	"2-Propenoic acid, 2-[methyl[(nonafluorobutyl)sulfonyl]amino]ethyl ester"	2000	"limit test (greater than)"
"676-83-5"	"DTXSID1060978"	"Methylphosphonous dichloride"	830	"point estimate"
"67610-51-9"	"DTXSID50217929"	"1-Piperidineethanamine, N-(3-chlorophenyl)-N-(4-(1,1-dimethylethyl)phenyl)-, monohydrochloride"	3500	"limit test (greater than)"
"67658-42-8"	NA	NA	38.5	"point estimate"
"67700-30-5"	NA	NA	950	"point estimate"
"6775-25-3"	NA	NA	340	"point estimate"
"67762-53-2"	NA	NA	15000	"limit test (greater than)"
"67774-74-7"	NA	NA	5000	"limit test (greater than)"
"67785-77-7"	"DTXSID90867326"	"Benzeneethanol, .alpha.,.alpha.-dimethyl-, 1-propanoate"	5000	"limit test (greater than)"
"67786-25-8"	"DTXSID0029397"	"Tetrasodium 4,4'-bis(4-(4-sulfophenylamino)-6-(bis(2-hydroxypropyl)amino)-s-triazin-2-yl)amino-2,2-stilbenedisulfonate"	5000	"limit test (greater than)"
"67786-25-8"	"DTXSID0029397"	"Tetrasodium 4,4'-bis(4-(4-sulfophenylamino)-6-(bis(2-hydroxypropyl)amino)-s-triazin-2-yl)amino-2,2-stilbenedisulfonate"	10000	"limit test (greater than)"
"67786-25-8"	"DTXSID0029397"	"Tetrasodium 4,4'-bis(4-(4-sulfophenylamino)-6-(bis(2-hydroxypropyl)amino)-s-triazin-2-yl)amino-2,2-stilbenedisulfonate"	12080	"point estimate"
"67786-25-8"	"DTXSID0029397"	"Tetrasodium 4,4'-bis(4-(4-sulfophenylamino)-6-(bis(2-hydroxypropyl)amino)-s-triazin-2-yl)amino-2,2-stilbenedisulfonate"	15000	"limit test (greater than)"
"67801-20-1"	"DTXSID7052369"	"3-Methyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)pent-4-en-2-ol"	1000	"limit test (greater than)"
"67814-76-0"	"DTXSID2046462"	"Isepamicin sulfate"	5000	"limit test (greater than)"
"67874-80-0"	"DTXSID30886995"	"Butanoic acid, 3,7-dimethyloctyl ester"	5000	"limit test (greater than)"
"67883-79-8"	"DTXSID7047562"	"(3Z)-Hex-3-en-1-yl (2E)-2-methylbut-2-enoate"	5000	"limit test (greater than)"
"6789-80-6"	"DTXSID30884335"	"3-Hexenal, (3Z)-"	1560	"point estimate"
"6789-88-4"	"DTXSID9025403"	"Hexyl benzoate"	12300	"point estimate"
"679-36-7"	"DTXSID20218120"	"Phosphonic acid, (1-(difluoromethyl)-2,2-difluoro-1-hydroxyethyl)-, diethyl ester"	3.4	"point estimate"
"6790-58-5"	"DTXSID0047113"	"(-)-Ambroxide"	2000	"limit test (greater than)"
"6794-94-1"	NA	NA	4000	"point estimate"
"67990-05-0"	"DTXSID0070942"	"2-Naphthalenecarboxamide, N-(5-chloro-2-methoxyphenyl)-3-hydroxy-4-[[2-methoxy-5-[(phenylamino)carbonyl]phenyl]azo]-"	2000	"limit test (greater than)"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	2200	"limit test (greater than)"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	2800	"point estimate"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	3000	"point estimate"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	3040	"point estimate"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	3200	"point estimate"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	3497	"point estimate"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	3895	"point estimate"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	3969	"point estimate"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	4000	"point estimate"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	4320	"point estimate"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	5800	"point estimate"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	7550	"limit test (less than)"
"68-12-2"	"DTXSID6020515"	"N,N-Dimethylformamide"	7600	"point estimate"
"68-41-7"	"DTXSID8022870"	"Cycloserine"	5000	"limit test (greater than)"
"68-88-2"	"DTXSID8023137"	"Hydroxyzine"	840	"point estimate"
"68-89-3"	"DTXSID8020543"	"Dipyrone"	3000	"point estimate"
"68-91-7"	"DTXSID3023710"	"Trimethaphan"	2494	"point estimate"
"68015-78-1"	"DTXSID1070981"	"Zincate(1-), [N,N-bis[(carboxy-.kappa.O)methyl]glycinato(3-)-.kappa.N,.kappa.O]-, ammonium, (T-4)-"	4860	"point estimate"
"68037-57-0"	"DTXSID0052384"	"2-Ethylhexyl trihydrogen orthosilicate"	19700	"point estimate"
"68037-92-3"	NA	NA	2000	"limit test (greater than)"
"6804-07-5"	"DTXSID6043913"	"Carbadox"	850	"point estimate"
"68049-83-2"	"DTXSID2034205"	"Azafenidin"	5000	"limit test (greater than)"
"68085-85-8"	"DTXSID6023997"	"Cyhalothrin"	56	"limit test (greater than)"
"68085-85-8"	"DTXSID6023997"	"Cyhalothrin"	97	"limit test (less than)"
"68085-85-8"	"DTXSID6023997"	"Cyhalothrin"	114	"point estimate"
"68085-85-8"	"DTXSID6023997"	"Cyhalothrin"	144	"point estimate"
"68085-85-8"	"DTXSID6023997"	"Cyhalothrin"	166	"point estimate"
"68085-85-8"	"DTXSID6023997"	"Cyhalothrin"	243	"point estimate"
"68099-86-5"	"DTXSID5040176"	"Bepridil hydrochloride"	6850	"point estimate"
"681-06-1"	"DTXSID50218294"	"Phosphonothioic acid, methyl-, O,O-dimethyl ester"	300	"limit test (greater than)"
"68104-02-9"	"DTXSID6073607"	"1,4-Benzenediamine, 2-methoxy-N1,N1,5-trimethyl-, sulfate (1:1)"	29.7	"point estimate"
"68130-53-0"	NA	NA	5000	"limit test (greater than)"
"68133-73-3"	"DTXSID00887176"	"2,6-Octadienoic acid, 3,7-dimethyl-, 3-methylbutyl ester, (2E)-"	5000	"limit test (greater than)"
"6814-58-0"	"DTXSID3058454"	"5-Chloro-3-methyl-4-nitro-1H-pyrazole"	350	"point estimate"
"68141-17-3"	"DTXSID9052395"	"1,1-Dimethoxy-2-methylundecane"	5000	"limit test (greater than)"
"68153-95-7"	"DTXSID5028401"	"Amines, di-C12-18-alkyl"	2000	"limit test (greater than)"
"68155-07-7"	NA	NA	2000	"limit test (greater than)"
"68155-07-7"	NA	NA	5000	"limit test (greater than)"
"68157-60-8"	"DTXSID1034634"	"Forchlorfenuron"	4904	"point estimate"
"68157-60-8"	"DTXSID1034634"	"Forchlorfenuron"	4917	"point estimate"
"68157-60-8"	"DTXSID1034634"	"Forchlorfenuron"	4918	"point estimate"
"68171-33-5"	"DTXSID5071206"	"Isopropyl isostearate"	2000	"limit test (greater than)"
"682-01-9"	"DTXSID9042382"	"Tetrapropyl orthosilicate"	2000	"limit test (greater than)"
"682-09-7"	"DTXSID7044976"	"2,2-Bis[(prop-2-en-1-yloxy)methyl]butan-1-ol"	2000	"limit test (greater than)"
"682-09-7"	"DTXSID7044976"	"2,2-Bis[(prop-2-en-1-yloxy)methyl]butan-1-ol"	6500	"point estimate"
"682-11-1"	"DTXSID5052674"	"2-Allyloxymethyl-2-ethylpropanediol"	4930	"point estimate"
"68227-46-3"	"DTXSID3028421"	"Propanoic acid, 2-hydroxy-, compd. with 2-ethylhexyl [[3-[[2-(dimethylamino)ethoxy]carbonyl]amino]-4-methylphenyl]carbamate (1:1)"	2000	"point estimate"
"68228-18-2"	"DTXSID8058455"	"Proglinazine-ethyl"	8000	"limit test (greater than)"
"68228-19-3"	"DTXSID40218400"	"Eglinazine [BSI:ISO]"	10000	"limit test (greater than)"
"68259-05-2"	"DTXSID00887313"	"Benzoic acid, 3,3'-[(2,5-dimethyl-1,4-phenylene)bis[iminocarbonyl(2-hydroxy-3,1-naphthalenediyl)-2,1-diazenediyl]]bis[4-methyl-, 1,1'-bis(2-chloroethyl) ester"	5000	"limit test (greater than)"
"68274-48-6"	"DTXSID20218423"	"6-Quinazolinecarboxylic acid, 1,4-dihydro-2-(2-ethoxy-3-methoxyphenyl)-4-oxo-"	400	"limit test (greater than)"
"68289-21-4"	"DTXSID10218437"	"as-Triazin-3(2H)-one, 5,6-bis(p-(diethylamino)phenyl)-2-methyl-"	650	"point estimate"
"68291-97-4"	"DTXSID9046023"	"Zonisamide"	1992	"point estimate"
"68291-97-4"	"DTXSID9046023"	"Zonisamide"	2001	"point estimate"
"683-10-3"	"DTXSID6041266"	"1-Dodecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt"	71	"point estimate"
"683-57-8"	"DTXSID3058456"	"Bromoacetamide"	100	"point estimate"
"68334-67-8"	"DTXSID6052407"	"1,1,2,3,4-Pentachloro-4-(isopropoxy)buta-1,3-diene"	1210	"point estimate"
"68359-37-5"	"DTXSID5035957"	"Cyfluthrin"	16	"limit test (greater than)"
"68359-37-5"	"DTXSID5035957"	"Cyfluthrin"	77	"limit test (greater than)"
"68359-37-5"	"DTXSID5035957"	"Cyfluthrin"	155	"limit test (less than)"
"68359-37-5"	"DTXSID5035957"	"Cyfluthrin"	270	"point estimate"
"68359-37-5"	"DTXSID5035957"	"Cyfluthrin"	400	"point estimate"
"68359-37-5"	"DTXSID5035957"	"Cyfluthrin"	500	"limit test (greater than)"
"68359-37-5"	"DTXSID5035957"	"Cyfluthrin"	500	"point estimate"
"68359-37-5"	"DTXSID5035957"	"Cyfluthrin"	800	"limit test (less than)"
"68359-37-5"	"DTXSID5035957"	"Cyfluthrin"	900	"point estimate"
"68359-37-5"	"DTXSID5035957"	"Cyfluthrin"	1369	"limit test (less than)"
"6837-24-7"	"DTXSID7044716"	"1-Cyclohexylpyrrolidin-2-one"	370	"point estimate"
"6837-93-0"	"DTXSID00218502"	"2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-, p-toluenesulfonate (ester)"	11500	"point estimate"
"68377-91-3"	"DTXSID1046849"	"Arotinolol hydrochloride"	86	"point estimate"
"6838-93-3"	"DTXSID20218509"	"Phosphonic acid, methyl-, isopropyl ester, sodium salt"	6070	"point estimate"
"68391-05-9"	NA	NA	930	"point estimate"
"68391-05-9"	NA	NA	960	"point estimate"
"68391-05-9"	NA	NA	1000	"point estimate"
"684-93-5"	"DTXSID4021006"	"N-Nitroso-N-methylurea"	110	"point estimate"
"68401-82-1"	"DTXSID5046643"	"Ceftizoxime sodium"	10000	"limit test (greater than)"
"68411-46-1"	"DTXSID3028477"	"Benzenamine, N-phenyl-, reaction products with 2,4,4-trimethylpentene"	5000	"limit test (greater than)"
"6842-15-5"	"DTXSID6027634"	"1-Propene, tetramer"	5000	"limit test (greater than)"
"6842-34-8"	NA	NA	56	"point estimate"
"68424-85-1"	NA	NA	426	"point estimate"
"68425-16-1"	"DTXSID6028494"	"Polysulfides, di-tert-nonyl"	19550	"point estimate"
"6843-66-9"	"DTXSID2044717"	"Dimethoxy(diphenyl)silane"	2000	"limit test (greater than)"
"6843-66-9"	"DTXSID2044717"	"Dimethoxy(diphenyl)silane"	2613	"point estimate"
"6843-66-9"	"DTXSID2044717"	"Dimethoxy(diphenyl)silane"	2736	"point estimate"
"68439-49-6"	"DTXSID0041939"	"Alcohols, C16-18, ethoxylated"	1260	"point estimate"
"68439-50-9"	NA	NA	2000	"limit test (greater than)"
"6846-35-1"	"DTXSID90218576"	"1,2,4-Dithiazolidine-3-thione, 5-imino-"	3050	"point estimate"
"6846-50-0"	"DTXSID1027635"	"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate"	2000	"limit test (greater than)"
"6846-50-0"	"DTXSID1027635"	"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate"	3200	"limit test (greater than)"
"68480-17-1"	"DTXSID80867698"	"3-Pentanone, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-"	5000	"limit test (greater than)"
"68483-33-0"	"DTXSID00218582"	"Apyramide"	887	"point estimate"
"68505-69-1"	"DTXSID8058160"	"Benfuresate"	2031	"point estimate"
"68515-73-1"	NA	NA	2000	"limit test (greater than)"
"68515-88-8"	"DTXSID5028669"	"Pentene, 2,4,4-trimethyl-, sulfurized"	3641	"point estimate"
"68516-73-4"	"DTXSID20867657"	"1,4-Benzenedicarboxylic acid, 2,2'-[1,4-phenylenebis[imino(1-acetyl-2-oxo-2,1-ethanediyl)-2,1-diazenediyl]]bis-, 1,1',4,4'-tetramethyl ester"	2000	"limit test (greater than)"
"68526-56-7"	"DTXSID7029455"	"Alkenes, C10-rich C9-11"	2000	"limit test (greater than)"
"68526-56-7"	"DTXSID7029455"	"Alkenes, C10-rich C9-11"	5000	"limit test (greater than)"
"68526-56-7"	"DTXSID7029455"	"Alkenes, C10-rich C9-11"	5000	"point estimate"
"68526-86-3"	NA	NA	2000	"limit test (greater than)"
"68526-86-3"	NA	NA	2673	"limit test (greater than)"
"68555-58-8"	"DTXSID0052415"	"3-Methyl-2-butenyl salicylate"	3200	"point estimate"
"68630-75-1"	"DTXSID30218712"	"Buserelin acetate"	400	"limit test (greater than)"
"68649-11-6"	NA	NA	4100	"limit test (greater than)"
"68677-06-5"	NA	NA	1500	"point estimate"
"68683-20-5"	"DTXSID4071712"	"1,?-Cyclohexadiene-1-ethanol, 4-(1-methylethyl)-, formate"	3568	"point estimate"
"68683-30-7"	"DTXSID00887479"	"Butanoic acid, 2-chloro-3-oxo-, 1-phenylethyl ester"	880	"point estimate"
"68690-89-1"	NA	NA	600	"point estimate"
"6873-46-7"	"DTXSID00218860"	"Myristyl thiocyanate"	15000	"point estimate"
"68779-00-0"	"DTXSID30218898"	"Potassium (R(Z))-(4-hydroxyphenyl)((3-methoxy-1-methyl-3-oxoprop-1-enyl)amino)acetate"	2000	"limit test (greater than)"
"68784-12-3"	NA	NA	2000	"limit test (greater than)"
"68786-66-3"	"DTXSID7043952"	"Triclabendazole"	8000	"limit test (greater than)"
"68787-95-1"	"DTXSID00218901"	"5H-Dibenz(b,e)azepine-2-acetic acid, 6,11-dihydro-5-methyl-11-oxo-"	840	"point estimate"
"68788-33-0"	"DTXSID60218902"	"5H-Dibenz(b,e)azepine-2-acetic acid, 6,11-dihydro-11-oxo-"	810	"point estimate"
"68789-89-9"	NA	NA	160	"point estimate"
"68789-90-2"	NA	NA	190	"point estimate"
"68789-93-5"	NA	NA	80	"point estimate"
"6879-02-3"	NA	NA	65	"point estimate"
"688-62-0"	"DTXSID90218910"	"Phosphorotrithious acid, triethyl ester"	355	"point estimate"
"688-78-8"	"DTXSID50218911"	"1,1,3-Tris(2-chloroethoxy)propane"	710	"point estimate"
"688-84-6"	"DTXSID3027293"	"2-Ethylhexyl methacrylate"	2000	"limit test (greater than)"
"68814-95-9"	"DTXSID9029489"	"Amines, tri-C8-10-alkyl"	5600	"point estimate"
"6884-59-9"	"DTXSID00218941"	"Carbamic acid, ester with salicylaldehyde dimethyl acetal"	160	"point estimate"
"68844-77-9"	"DTXSID9020110"	"Astemizole"	2560	"limit test (greater than)"
"68855-24-3"	"DTXSID0028824"	"Benzene, C14-30-alkyl derivs."	15800	"limit test (greater than)"
"68857-95-4"	NA	NA	2220	"point estimate"
"68880-55-7"	NA	NA	4650	"point estimate"
"689-09-8"	"DTXSID70218973"	"Propanoic acid, 3-amino-3-thioxo-, methyl ester"	300	"limit test (greater than)"
"68908-87-2"	"DTXSID9052428"	"1,3-Dimethylbenzene, benzylated"	2333	"point estimate"
"68917-50-0"	NA	NA	1700	"point estimate"
"68922-23-6"	"DTXSID8071851"	"Tris[2,4-di-tert-butyl)-5-methylphenyl] phosphite"	2000	"limit test (greater than)"
"68937-40-6"	NA	NA	5000	"limit test (greater than)"
"68938-07-8"	"DTXSID3028895"	"Fatty acids, C9-13-neo-"	2066	"point estimate"
"68955-19-1"	"DTXSID9028918"	"Sulfuric acid, mono-C12-18-alkyl esters, sodium salts"	2000	"limit test (greater than)"
"68955-20-4"	"DTXSID8029523"	"Sulfuric acid, mono-C16-18-alkyl esters, sodium salts"	1886	"limit test (greater than)"
"68955-53-3"	"DTXSID8028927"	"Amines, C12-14-tert-alkyl"	300	"point estimate"
"68955-53-3"	"DTXSID8028927"	"Amines, C12-14-tert-alkyl"	500	"limit test (greater than)"
"68955-53-3"	"DTXSID8028927"	"Amines, C12-14-tert-alkyl"	612	"point estimate"
"68955-53-3"	"DTXSID8028927"	"Amines, C12-14-tert-alkyl"	1177	"point estimate"
"68987-29-1"	"DTXSID8029527"	"Potassium stearyl phosphate"	2000	"limit test (greater than)"
"69-05-6"	"DTXSID6025985"	"Quinacrine dihydrochloride"	660	"point estimate"
"69-27-2"	"DTXSID7046332"	"Chlorisondamine chloride"	300	"point estimate"
"69-33-0"	NA	NA	16	"point estimate"
"69-43-2"	"DTXSID5045544"	"Prenylamine lactate"	1000	"point estimate"
